	11
组合市场	6
陇穷村	3
西门子公司	4
维拉潘	4
辛哈	4
筹码	2
１９９３年秋	1
护栏	13
装修	31
张卫东	2
二至三倍	1
第９分钟	2
修道院	1
人大社会学所	1
耶格罗斯	1
３００元钱	2
打量	9
中央高级党校	1
果脯	2
龙口市委	1
衡水	2
香喷喷	2
国防委员会	1
十来小时	1
围裙	1
盟委	1
幼稚病	1
肺心病	2
彭德怀	33
几百倍	2
稳重	7
抄写	1
华语	1
中国美国商会	2
２２日元	1
账目	33
李小林	1
果胶	1
打通	8
抽取	4
５００户	1
盛道包装	1
三好学生	6
利民	6
笨	5
１３０２	1
播	20
蔬	2
３５６８万多元	1
郑宏范	1
暧昧	5
联产计酬	1
选举法	9
血迹	3
粽	8
市监察局	1
防伪	17
朱丽叶	2
２１０公里	1
道达尔	13
过夜	4
撅	1
１０亿多元	1
大阪火车站广场	1
郑全军	8
辽后期	1
大同市公安局	1
减	155
三首	1
黑	152
暴行	25
５００所	1
九十四岁	1
远地点	2
甸	5
嘈杂	7
宁高一级公路	1
慕尼黑１８６０	1
渎职罪	4
壮阔	4
色差	1
果肉	1
劝说	7
校园电视台	1
扫平	1
半尺	1
三宫六院	1
有钱	27
１９７３年秋	1
智利驻香港总领事馆	1
低处	2
敬	12
得人心	4
女子民乐队	1
牛津大学病毒学和环境微生物学研究所	1
李运飞	1
申新九厂	1
谢云	3
建设者	24
眼见	9
岩壁	6
中央美院	1
枣子岚垭	2
詹青	1
亚龙湾开发股份有限公司	1
前奏	3
老死不相往来	1
邮迷	1
湖南省第一律师事务所	1
４７９０万吨	1
四千余册	1
训话	1
桑巴约	2
听戏	4
和平里	1
全方位	76
李玫	1
二十七席	1
基本法	69
美旅行者集团	2
花溪区	2
英国汉巴大桥	1
德米特里延科	1
延绵	1
斯蒂利亚尼迪斯	1
喇	2
七八百	1
考取	10
８０００多棵	1
早上５时差１０分	1
安之若素	1
１２００多公里	1
长百集团	1
同盟会	2
半脱产	1
喜马偕尔邦	1
盖亭	2
德国财政部	1
考古	51
玛纳斯塔西河石门子水库	1
沈阳防爆器械厂	5
桂晓风	1
六百多名	1
核磁共振	2
男	93
联邦法院	2
回肠	1
序幕	33
药水	1
俯冲	1
饱经忧患	1
倒下	10
岳阳楼	8
５００余万元	2
１９世纪上半叶	1
热血	20
自我标榜	2
半岛	11
三餐	3
９３岁	3
邓廷桢	1
十万元	7
十六七岁	3
英国牛津大学	2
排难解忧	1
战绩	27
堤岸	2
今年８月２３日	1
作风	264
２００元钱	4
旗帜	130
成人教育学院	1
３０００多人次	2
报界	7
珍视	16
伍柏麟	1
口才	1
２００１年初	3
中国村	1
６８亿台	1
次生	2
改善	417
红庙	3
００９号	2
费尔南德斯	11
谢世	1
柳杨堡乡	1
掀起	50
交互式	1
绕	41
彻	5
圣战者	5
悲悲切切	1
四年一届	1
悬挂	20
康衢	1
毕淑敏	1
送终	1
豆类	6
随行人员	2
相继	115
条目	4
纸屑	8
踮脚	1
威尔弟	1
送给	60
两千万元	1
肛	1
广袤	4
美国参院拨款委员会	1
大阿镇	1
住地	7
挨罚	1
湖心亭	1
盟国	12
贬抑	3
砖瓦	7
周銮书	1
阿达纳市	2
４２０万年	1
南丰县人大	1
菲律宾财政部	1
测量学	1
心理学	17
星云	4
冼星海	29
大花脸	1
哲学社会科学部	1
造纸总厂	2
鑫诺１号通信卫星	1
唾	1
小伙儿	1
三十多万件	1
惟妙惟肖	4
迅	3
侧影	1
６０万桶	1
报童	2
三十余名	1
血肉	15
相约	6
报章	1
斯托蒙特	1
前紧后松	1
晋江邮局	1
出头露面	1
牢	11
马太依	1
三四名	1
智人	5
高检院	1
基层社会	1
扭转乾坤	1
洗洗涮涮	1
基建处	1
下锅	1
爆发力	1
国家爱卫会	1
周	98
去年后半年	1
土司	7
崔亚林	2
钟山	2
住址	3
邪气	1
１９３１年	6
回转	1
从早到晚	6
土头土脑	1
１４００只	1
老人	343
亡羊补牢	2
四千余年	1
企业家	129
红岩村	1
具体协调	1
４月初	7
付与	1
办公室	119
过期	9
总会计师	1
中国版协少儿读物工作委员会	1
佩森	1
验	13
捐赠	83
李寿轩	2
贺步强	3
若干倍	1
衡阳有色冶金机械总厂	2
韦启美	3
验尸	1
跟着	35
老乡	27
一万四千七百二十	1
下蛋	1
谭伯源	1
矿务局	3
１９６６年夏天	1
改嫁	5
首份	2
决策层	10
奥地利教育文化部	1
８４点	2
北京建春广告公司	1
德国大众公司董事会	1
捐资	45
人望	1
决心书	1
抽屉	6
法国石油公司	1
北方棋馆	1
１个月	6
绘	17
省高速公路管理局	1
５０年代末	4
艇	27
跳远	12
活活	7
辩驳	2
摩天大楼	2
回返	1
２万只	1
六十余个	1
６米７９	1
花蕊夫人徐氏	3
明年年初	1
练习本	1
羊绒	13
普语私小	1
点票	4
回迁	6
十七点四万多所	1
塔纳卡	5
声明	273
维吾尔族	11
宝嘉公司	2
统一	623
佤族	4
２０００多种	1
经手	3
垄断利润	1
推倒	4
河北岸	1
实验班	2
４００英里	1
猎奇	2
政治经济学	10
过来	101
３月５日	2
客源	9
１６９	2
惜墨如金	3
１６４	3
１６５	3
美术家	3
１６７	1
１６０	1
中银大厦	1
推出	324
中国艺术研究院话剧研究所	1
北京市希玛保龄设备有限公司	1
简宁	2
唇枪舌剑	1
话筒	6
内耗	2
练习曲	1
磨蹭	1
问诊	1
活泼	26
名垂青史	2
九名	3
咣当	2
游方	2
周瑜	11
各执一词	3
不计其数	6
犁牛	1
住嘴	1
倒置	1
八一起义纪念馆	1
第十三师第一	1
日本日中文化交流协会代表团	1
体魄	7
活法	1
十亿多亩	1
敦厚	1
１３４头	1
１９０	1
更有甚者	10
淄博市	4
德川公司	1
存活	3
２万台	1
代理人	11
工作人员	192
王仙芝	1
２３４	1
中国消费者协会	6
奇装异服	1
３３位	1
２３３	1
蓝天春蕾	3
１３时１５分	1
如花似玉	2
蒸饭	1
选举报	3
１至４月	2
一筹莫展	2
骄矜	1
几瓶	1
足智多谋	2
３００多平方公里	1
欠债	7
徐志纯	1
董事长	139
经援	9
摆谱	2
赛地	6
中国东方通信卫星公司	1
馆陶	1
谊	1
赛场	87
退票	2
遍野	1
涞水	1
几百年	10
３２种	1
庇护	12
停靠	10
摒弃	13
一百五十二项	1
护林	5
可口可乐	13
作陪	1
鄂州华耀制线有限公司	1
就是	166
１９９９年５月	1
评损委员会	1
小商品	15
雁翅镇	1
金晓昀	1
渗透	39
林檎	1
稍	52
人阵	3
７８０元	1
凝视	16
低烧	1
日本电机联合中央	1
福格茨	12
清华大学建筑学院	1
铁定	2
三四寸	1
寂静	11
排箫	6
随行	8
宜昌港	1
浇筑	5
血腥	5
六十余位	1
同业公会	4
春兰北京地区公司	1
李克明	1
十万张	2
数十万美元	1
回身	2
匡算	2
做文章	16
国家科学技术委员会	1
三面	12
发现号	2
古格遗址	1
广西	112
中国种子贸易协会	2
赃	1
德黑兰机场	1
活水	3
１９９４年１１月１６日	1
声望	10
侯仁之	2
血脉	13
电源	7
比松	1
三十二名	2
申玉成	1
家家户户	11
螺旋线	1
预赛	33
喻天保	4
哈大公路	1
３０万亩	2
年龄	185
替代	70
菜	214
第３２分钟	1
乘法	1
普沃茨克省	3
虞云耀	1
南阳市	1
前邵村	3
闲钱	1
株六复线	1
１００万列弗	1
入脑	2
低垂	1
躺下	5
走私	462
老伯	6
３２亿元	1
１９９５年度	2
１０秒４９	1
两具	1
无遗	1
哈里里	1
人民日报社印刷厂	2
报答	6
季允石	1
两元钱	2
男女平等	3
问询	1
佩带	2
和平区妇联	1
社会生活	72
印迹	4
自找麻烦	1
郭斌	7
日本大藏省	6
心急如焚	4
１４３７亿千瓦小时	1
２１点	3
新异	2
八路军留守兵团参谋处	1
前３名	5
莫里恩特斯	1
均匀	9
西侧	9
一席话	4
周鹤洋	9
新式	12
百依百顺	1
周叔迦	1
关英楠	1
斯维特拉娜	1
利尿	1
罗河镇	1
真才实学	4
８１６９０万公斤	1
人文	75
马光义	4
旗号	12
舰	19
脱胎换骨	3
插科打诨	1
３６万	1
羹	2
省民政厅	1
杨健	13
亚利桑那号纪念堂	1
１９２	1
党建读物出版社	2
两三茬	1
吃苦耐劳	6
图画	10
抓药	1
１０亿元	9
陕西农发行	3
捆	29
伊士曼柯达公司	1
晋希天	3
照相馆	1
俄罗斯共产党	1
贸易逆差	10
溢美之词	1
核装置	1
推动	616
妄语	1
铁塔	3
庄稼汉	3
赚	70
添置	10
胖子	2
过时	14
绣	7
林楣	1
郑欣蕖	1
邓詹	4
监测站	14
目不识丁	1
精髓	32
西单北大街	2
蒋丽梅	1
边界委员会	1
馆长	19
客气	11
扰	3
哈伊马角国际机场	2
挑毛病	1
马尔凯	2
低吟	2
回赠	1
革命者	4
繁荣富强	2
竹编	1
函	22
厚爱	11
自然保护区	32
核武器	196
阎月凡	1
除旧布新	1
黄袍加身	1
练摊	1
辽宁厅	2
法定人数	2
北京大学星	4
错落	5
净尽	1
阿尔巴尼亚族谈判代表团	1
日复一日	2
幺正杰	1
范徐丽泰	6
超前消费	1
核审	1
今年１０月	7
堂弟	1
建设路	2
立派	17
几眼	1
２０００多箱	1
１５０元	8
二号丙	9
对症下药	6
通信部	1
煤航企业集团	2
任丘市供销合作社	1
国民议会大厦	2
红外	7
播火	1
听力	4
血色	1
小球中心	3
爱新觉罗	4
一年一度	25
马善记	1
常抓不懈	5
评为	183
海南美凯利卫浴工业发展有限公司	1
二号丁	1
１８５３年	1
前院	1
田径队	1
农历正月初一	1
泄	4
６９米	1
斑点	1
儿童节	9
成本核算	3
苏扩善	1
１９７０年４月２４日	2
参谋	8
１０２	1
儿童福利院	1
中央书记处	3
国家杜马国防委员会	1
跳跃	22
秋冬之交	2
合同工	3
１００亿铢	1
人数	253
孝侯	1
驱逐出境	4
２００亿立方米	1
北仑港	1
文艺家协会	1
那里	178
段世杰	2
雨	108
瓦兰斯	1
受惠	2
浓墨重彩	1
单体	5
四年一度	3
单位	1090
１４０枚	2
哑铃	1
１０４	1
揣想	1
回路	2
富户	1
阵亡	6
传经送宝	2
纯厚	1
李可染	1
八十多种	1
红苹果	1
普沃茨克市	1
成都部队男排	1
单人	2
填鸭式	1
檄文	2
明年１１月	1
１９９６年１１月初	1
亚世集团	3
缝纫机	6
幸存者	18
２５亿美元	10
拆毁	3
金莲	1
中央军委总政治部	1
单产	20
７０年代初	8
英气	1
鄂州麻棉纺织厂	1
轴承	2
辛夷	1
西亚	6
陕西回归儿童村	1
西南交通大学	1
缴获	33
梭	3
三间	9
机床电器厂	1
推及	1
加夫列尔	1
砖石	2
赔偿委员会理事会	1
渝三峡	2
克莱蒙特	2
尺	6
炽	2
句子	6
喜雨	1
２８５８型	1
对立面	5
李贵鲜	2
鳌江	1
打鱼	2
电气	4
单价	1
摊	46
１１０报警台	1
哥伦布市	1
石英	1
做弥撒	1
粤电力	1
利息	63
兴学	3
低唱	4
曹和平	15
发憷	1
虞	3
故纸堆	1
累垮	1
子隐	1
几盆	2
阿穆尔	1
新年	8
下午５时３６分	1
易本耀	1
标新立异	5
卖文	2
几盏	1
二话没说	5
伴侣	3
几盒	2
病句	1
自由民主联盟	1
三十六张	1
卡罗安纳家族犯罪集团	1
昙花一现	4
立法	89
２２分	1
数千亿美元	1
华艺出版社	2
几盘	1
王保平	3
民望	1
第十八天	1
推卸	7
洒脱	8
李维康	1
探问	1
组装	17
潘家洵	1
找人	3
水利枢纽	7
西丰	2
报社	51
４２铢	2
１１２名	5
单个	10
８００亿法郎	1
义乌市	1
参赞	9
铁道部第十一工程局党委	1
高丽大学政治经济系	1
参赛	193
经意	1
渺远	1
谭飞	1
遇害	6
六月九日	7
药性	2
９０条	1
５１１	1
中央电视台海外中心	1
１９９７年７月２２日	1
盐碱地	4
瓷雕	1
天津市华北医	1
育	48
抓住	197
诺克海斯特	1
输血	13
单一	80
电波	4
都灵	1
３２篇	1
韩德乾	1
美国洛杉矶现代美术馆	1
瑞士国家银行	1
酒精	11
松毛虫	3
５３００万元	1
台州市纪委	1
波茨坦	2
结账	7
图书馆	61
南昌市交警支队	2
六十年代初期	4
午后	4
１９３５年８月	1
选矿	1
厦门大学经济管理学院	1
黄埔经济开发区	1
几百	10
娱乐场所	7
二十二名	2
芗城公安分局	2
伊萨	1
西班牙巴斯克省队	2
石米男	1
巍然屹立	2
新建	92
珍藏	30
重庆市下岗职工再就业担保公司	1
武保忠	1
三十一岁	2
浮屠	1
贸易中心	7
５４家	3
序列	14
精魂	5
几十万道	1
酉阳	1
中国奥委会	9
国家高技术计划智能计算机主题专家组	1
大人物	1
斧头	4
图文并茂	6
暇	1
眼花	1
克里斯多夫	1
实说	3
０时１５分	2
斑白	2
群臣	1
新疆独山子石化总厂	1
全聚德	2
报纸	253
三峡水库	2
社民党	15
克劳利	1
辅佐	2
乐清市	1
９４亿元	1
患有	20
活动	1933
桑约托	2
弥漫	22
金苹果乐园	2
一成不变	7
北汽福田车辆股份有限公司	1
１９９５年底	8
避暑	4
两亿多台	1
孙起孟	1
跟班	5
堤坝	11
豆子	1
生命力	43
南北对话	3
面料	5
大安市	1
低利	1
舍韦内芒	3
矮小	6
延用	1
每日	30
谷子	1
左思右想	1
揖	1
国家人事部	3
外二科	14
下午１０时	1
懒得	1
完整性	3
新奇	12
沙里淘金	1
顺治	3
马山县	1
西丰县	1
１４４个	1
４９０美元	1
例如	100
天津市教委	2
赛制	5
半场	82
中枢	2
三明市民盟	2
一遍遍	5
六盘水	2
北爱尔兰	18
同伴	9
拉纤	1
辱没	1
张中行	1
５０学时	1
受害	17
爿	1
有你的	1
巡逻队	1
转眼	4
制作	173
张学群	1
清晨６点半	1
北大南街	1
签批	1
戏班	1
无锡	12
喜酒	1
李荣保	1
年高	2
丑恶	8
家用	17
五角	1
铁床	1
再就业工程领导小组	1
崇高	73
段位	3
硬仗	4
改建	27
家电	35
２６０元	1
委内瑞拉队	3
出逃	1
８２０	14
巴恩市	1
９月１日	1
峥嵘岁月	1
百色市农业局经济作物推广站	1
中国运载火箭研究院	1
回访	10
统一口径	1
烹调	7
意识形态	19
京	342
昨晚７点	1
选举权	4
硬件	37
巴西圣保罗足球俱乐部	1
郑铁公安处	1
沟	44
孤孤单单	1
恩格斯	7
爱丽舍宫	1
乌拉圭东岸共和国	1
嚼	8
饥荒	7
立正	2
丝毫不差	1
二酉斋	1
眼色	4
回话	1
程丛夫	1
拉里莎	1
伊拉克内阁	1
２至３枚	1
低劣	8
一九四七年	1
骑士	4
复试	4
乔伊纳	15
坪	3
华东理工大学	1
堤垸	3
三十一家	2
技术科学部常委会	1
墨西哥城	36
新会永新食品厂	1
一百三十	1
伸缩缝	3
药材	22
春都市场	3
住友	1
不容置疑	3
转瞬	5
推向	116
新姿	2
北京机械工业学院	1
钟声	16
睫毛	1
１０１中学	1
审判厅	1
例外	21
排练	19
顺气	1
心酸	1
家畜	11
前１０分钟	5
武警总部党委	1
参评	10
起早摸黑	1
１９９５年１月１０日	2
自然灾害	34
３５３０万吨	1
赵洪祝	1
河边公园	1
４９４１７万吨	1
谈得来	1
３０亿卢布	1
四三二厂党委	1
秦岭云	3
阿德瓦尼	4
唐	60
刻印	3
盟友	12
８０多万元	1
１９个	16
林国英	7
认证	93
李丰云	1
底座	4
六龙镇	1
波拉特	1
王府井大厦	2
素	50
１１３户	1
洽谈会	37
掐算	1
声援	7
策励	1
惯性	3
长征三号乙	1
几百公里	2
７７１家	1
韶华	1
２万和１万美元	1
山西关铝公司	1
１５００光年	1
抵	74
１３８０米	1
抄家	2
１９万	4
法国中央银行	1
１５亿美元	12
图片	529
工作督查组	1
申办	18
上海邮电管理局党委	2
社会主义初级阶段	47
尤马舍夫	1
七百余万元	1
何厚铧	4
过招	1
南南合作	8
３５摄氏度	2
预见	16
总教练	15
衰退	41
厚生	3
新大洲	1
欧洲委员会	2
紧握	2
同年１１月	5
换言之	10
襟怀	2
伤病员	2
硬伤	1
进出口公司	1
始于足下	2
孤	18
虚张声势	1
１２５亿元	1
洗濯	1
赛区	10
参议	3
砼	2
临渭区信贷营业部	1
驯兽	1
参政党	5
母子	11
常熟法院	5
市招商办	1
闻	52
香港普乐斯公司	1
民和委	1
２７５种	1
万缗	1
１０多件	2
堂堂	1
稽查局	5
１９０９年	1
唐翔千	1
香港青年联合会	1
辅仁	2
中国农业银行河北省分行平乡县平乡镇营业所	1
伦敦股票交易所	1
从轻	2
王子公园	1
合围	1
陈东飙	1
午前	1
祈求	4
吴佩民	11
四周围	1
过户	4
窝头	2
展期	5
相等	6
第１１７２号	2
第十天	2
展望	32
呼伦贝尔盟	2
何如	1
６５６６	1
联合国工业发展组织中国投资促进处	1
马球	1
荷兰中央银行	3
１１５４	1
联合国防止歧视和保护少数小组委员会	1
芭蕾	15
中国残疾人联合会	4
猿	2
俄通社	15
医道	1
铁心	5
玛利亚	1
２００毫瓦	1
全国人大环境资源保护委员会	1
嗑	1
李广田	3
妈祖阁	2
相符	9
丹麦	52
扳手	1
下奥州	1
昭宗	1
巴达赫尚省	1
制件	1
１０亿埃镑	2
称病	1
眼药	2
８０多万册	1
中汽联训练基地	1
南山区	1
人才	650
低压	3
２万立方米	1
人手	7
检察院	11
嗓子	8
人民银行河南省光山县支行党组	1
３９年	1
赞不绝口	3
生殖健康服务中心	1
邢台县	3
卢旺达	6
摄制	33
北塞	1
仇恨	7
松花江	6
敦坎	2
恩扬卡	1
发呆	2
三点一米	1
塞缪尔	2
韩岳廷	5
举杯	3
葛剑雄	1
嘉兴	4
展播	3
续保	2
授予	114
美国联邦储备银行	1
二月	3
药料	1
擂主	1
汲冢镇	1
陈州	8
预备役	15
硕	1
搜	8
湘潭师范学院政治系	1
匣子	1
汪子嵩	1
不知所云	1
偷窃	7
几率	3
花池	3
未免	2
今年１２月１日	1
康斯坦丁	2
随迁	2
北大荒农垦兵团	1
三部	6
７万户	1
日积月累	2
硝烟弥漫	4
１３４席	1
药方	14
小住	1
１月１４日	1
别国	26
慑于	2
珠海市	5
听到	97
杆	36
匪夷所思	1
见效	22
广州美晨股份有限公司	1
共度	2
扬程	1
墨全国文化和艺术委员会	1
８元钱	1
汪忠镐	2
越军	1
赤膊上阵	1
相碰	1
香港特别行政区终审法院	1
草绿色	1
４５个	8
故城县检察院	1
约法	1
犬牙	1
企业法人	6
郭家庄	1
三剑客电影学社	1
河间市委	1
郑斌	1
林海	6
龚世文	1
火源	3
新学	1
撕下	1
韩国女队	30
西方人	6
中科集团	1
基本路线	49
辽宁锦州铁路中心医院团委	1
迪达	1
可变	1
粮草	1
羊卓雍湖	1
巴乔	16
戏剧化	1
袁珍	1
莫赫	1
预言	27
内传	1
受奖	4
紧急	159
铂	4
北大科技发展中心	1
控制室	4
乔治梅森大学	1
形似	4
输赢	12
分数线	5
新安	1
林涛	1
新鲜血液	4
格拉夫	4
双塔刚玉股份有限公司	1
无需	16
人意	5
游戏	79
日本全国律师联合会	1
每月	116
美国英特尔公司	3
偷税	8
铁岭	2
３４００万元	1
议	24
佛光寺	1
新宠	1
例子	36
茶叶蛋	1
９００多只	1
绒帽	1
见方	2
拉斯蒂莫斯	1
儒林村	1
黄梅县晋纺公司	1
宿弊	1
耳闻	2
社会主义青年团	2
面条	35
药效	3
非一日之寒	2
耐久	1
联合国经济及社会理事会	1
佛罗里达坦帕海关	1
第十一届	9
珠海	13
省国税局	4
京汉铁路	1
南方共同市场	8
而后	14
苏伊士湾	1
北京天文馆	2
第十八届	5
祥	2
半月谈杂志社	2
北京医院	2
１０５２０亿港元	1
１万户	1
远房	1
刘雅明	2
１９４０年深秋	1
摆设	14
李平	1
先哲	2
中华全国民主妇女联合会	3
巴中	37
深圳平安	6
一纸空文	4
形体	7
李安达	1
贸易部	1
无非	16
痴痴	1
偿	8
十八周年	1
浴血奋战	6
亦即	2
钱晓文	1
累及	3
参观	313
十九时四十五分	1
斯特拉伯格	1
新娘	4
５０余年	2
图灵	2
中共驻香港办事处	1
三重	1
三里	1
东京都	3
热衷	5
茶缸	2
相称	14
群英	2
红塔	1
洗涤	7
草原之家	1
关牧村	2
皴裂	1
退缩	6
预订	5
贬	8
１０亿吨	2
预计	199
１２０５０个	1
年饭	3
存款	72
由此	143
１３个	32
人民广场	1
排泄物	1
５０余幅	1
鄙夷	1
３升	1
育才学校	1
无霜期	1
鸽业工作团	1
随身	10
粉身碎骨	1
今年１０月１日	1
认识论	10
新婚	10
淋洗	1
武彩霞	1
